Peer Name,IPv4,ASN,IPv6,Speed (Gbps),Internet Exchange
OTEL Telecoms,196.60.96.75,37356,2001:43f8:1f0::75,10,JINX
OTEL Telecoms,196.60.70.195,37356,2001:43f8:6d1::195,10,NAPAfrica IX Cape Town
OTEL Telecoms,196.10.141.40,37356,2001:43f8:6d2::40,10,NAPAfrica IX Durban
OTEL Telecoms,196.60.8.209,37356,2001:43f8:6d0::209,10,NAPAfrica IX Johannesburg
OTEL Telecoms,196.60.9.10,37356,2001:43f8:6d0::9:10,10,NAPAfrica IX Johannesburg
OTEL Telecoms,196.223.15.32,37356,,1,JINX Voice
Outremer Telecom Digital Solutions,196.60.11.22,328728,2001:43f8:6d0::11:22,10,NAPAfrica IX Johannesburg
Outremer Telecom Digital Solutions,196.60.11.23,328728,2001:43f8:6d0::11:23,10,NAPAfrica IX Johannesburg
Packet Exchange AS41564,196.60.10.145,41564,2001:43f8:6d0::10:145,10,NAPAfrica IX Johannesburg
PacketSky,196.60.71.22,327962,2001:43f8:6d1::71:22,10,NAPAfrica IX Cape Town
PacketSky,196.60.8.82,327962,2001:43f8:6d0::82,10,NAPAfrica IX Johannesburg
PacketSky,196.223.22.126,327962,2001:43f8:1f1::126,1,CINX
PacketSky,196.60.96.126,327962,2001:43f8:1f0::126,1,JINX
PacketSky,196.10.141.39,327962,2001:43f8:6d2::39,1,NAPAfrica IX Durban
Paratus Africa,196.60.8.141,33763,2001:43f8:6d0::141,100,NAPAfrica IX Johannesburg
Paratus Africa,196.60.70.33,33763,2001:43f8:6d1::33,20,NAPAfrica IX Cape Town
Paratus Africa,196.60.96.63,33763,2001:43f8:1f0::63,10,JINX
Pattern Matched Technologies,196.60.10.59,328456,,1,NAPAfrica IX Johannesburg
Payd,196.60.70.97,328043,2001:43f8:6d1::97,1,NAPAfrica IX Cape Town
Paygate,196.60.70.246,328501,2001:43f8:6d1::246,10,NAPAfrica IX Cape Town
Paygate,196.60.71.113,328501,2001:43f8:6d1::71:113,10,NAPAfrica IX Cape Town
Paygate,196.60.10.172,328501,2001:43f8:6d0::10:172,10,NAPAfrica IX Johannesburg
Paygate,196.60.10.173,328501,2001:43f8:6d0::10:173,10,NAPAfrica IX Johannesburg
PC Maniacs,196.60.8.22,327960,2001:43f8:6d0::22,10,NAPAfrica IX Johannesburg
PCCW Global,196.60.70.25,3491,2001:43f8:6d1::1b,10,NAPAfrica IX Cape Town
PCCW Global,196.60.8.152,3491,2001:43f8:6d0::152,10,NAPAfrica IX Johannesburg
PCH AS3856,196.223.22.17,3856,2001:43f8:1f1::17,10,CINX
PCH AS3856,196.223.30.17,3856,2001:43f8:1f2::17,10,DINX
PCH AS3856,196.60.97.41,3856,2001:43f8:1f0::1:41,10,JINX
PCH AS3856,196.60.96.17,3856,2001:43f8:1f0::17,10,JINX
PCH AS3856,196.60.70.36,3856,2001:43f8:6d1::15,10,NAPAfrica IX Cape Town
PCH AS3856,196.10.141.96,3856,2001:43f8:6d2::96,10,NAPAfrica IX Durban
PCH AS3856,196.60.9.183,3856,2001:43f8:6d0::9:183,10,NAPAfrica IX Johannesburg
PCH AS3856,196.60.120.17,3856,2001:43f8:690::17,10,NMBINX
PCH AS42,196.223.22.16,42,2001:43f8:1f1::16,10,CINX
PCH AS42,196.223.30.16,42,2001:43f8:1f2::16,10,DINX
PCH AS42,196.60.97.42,42,2001:43f8:1f0::1:42,10,JINX
PCH AS42,196.60.96.16,42,2001:43f8:1f0::16,10,JINX
PCH AS42,196.60.70.35,42,2001:43f8:6d1::14,10,NAPAfrica IX Cape Town
PCH AS42,196.10.141.97,42,2001:43f8:6d2::97,10,NAPAfrica IX Durban
PCH AS42,196.60.9.182,42,2001:43f8:6d0::9:182,10,NAPAfrica IX Johannesburg
PCH AS42,196.60.120.16,42,2001:43f8:690::16,10,NMBINX
PCN - Fibre and Wireless,196.60.70.60,37652,,10,NAPAfrica IX Cape Town
PCN - Fibre and Wireless,196.60.8.205,37652,,1,NAPAfrica IX Johannesburg
Phoenix Quest,196.60.9.108,328334,2001:43f8:6d0::9:108,10,NAPAfrica IX Johannesburg
Phoenix Quest,196.60.10.242,328334,2001:43f8:6d0::10:242,10,NAPAfrica IX Johannesburg
Platinum Broadband,196.60.10.217,328744,2001:43f8:6d0::10:217,10,NAPAfrica IX Johannesburg
Posix Systems,196.60.9.27,6083,2001:43f8:6d0::9:27,10,NAPAfrica IX Johannesburg
Posix Systems,196.60.96.22,6083,2001:43f8:1f0::22,1,JINX
PowerCloud SP,196.60.9.184,328400,2001:43f8:6d0::9:184,20,NAPAfrica IX Johannesburg
PowerCloud SP,196.223.14.199,328400,2001:43f8:1f0::199,1,JINX
Premitel,196.60.8.184,26106,,1,NAPAfrica IX Johannesburg
Pres Connect,196.60.10.190,328935,2001:43f8:6d0::10:190,10,NAPAfrica IX Johannesburg
Psychz Networks,196.60.96.168,40676,2001:43f8:1f0::168,10,JINX
Psychz Networks,196.60.9.20,40676,2001:43f8:6d0::9:20,10,NAPAfrica IX Johannesburg
PYROCA 3cc T/A Net Hog Internet Solutions,196.60.10.107,328164,2001:43f8:6d0::10:107,10,NAPAfrica IX Johannesburg
PYROCA 3cc T/A Net Hog Internet Solutions,196.60.9.42,328164,2001:43f8:6d0::9:42,10,NAPAfrica IX Johannesburg
Q-Kon PTY LTD,196.60.11.30,328788,,1,NAPAfrica IX Johannesburg
QSupport Cloud,196.60.10.224,329053,2001:43f8:6d0::10:224,10,NAPAfrica IX Johannesburg
QSupport Cloud,196.60.10.223,329053,2001:43f8:6d0::10:223,10,NAPAfrica IX Johannesburg
Quad9 Administrative,196.60.97.9,398891,2001:43f8:1f0::1:9,10,JINX
Rackzar,196.223.23.17,329206,2001:43f8:1f1::1:17,100,CINX
Rackzar,196.60.97.17,329206,2001:43f8:1f0::1:17,100,JINX
Rackzar,196.60.71.157,329206,2001:43f8:6d1::71:157,100,NAPAfrica IX Cape Town
Rackzar,196.60.11.81,329206,2001:43f8:6d0::11:81,100,NAPAfrica IX Johannesburg
Rackzar,196.60.97.80,329206,2001:43f8:1f0::1:80,10,JINX
Rackzar,196.60.71.140,329206,2001:43f8:6d1::71:140,10,NAPAfrica IX Cape Town
Rackzar,196.60.9.17,329206,2001:43f8:6d0::9:17,10,NAPAfrica IX Johannesburg
Radiospoor Welkom,196.60.71.78,328803,2001:43f8:6d1::71:78,10,NAPAfrica IX Cape Town
Radiospoor Welkom,196.10.141.113,328803,2001:43f8:6d2::113,10,NAPAfrica IX Durban
Radiospoor Welkom,196.60.10.147,328803,2001:43f8:6d0::10:147,10,NAPAfrica IX Johannesburg
Radware,196.60.9.83,198949,2001:43f8:6d0::9:83,10,NAPAfrica IX Johannesburg
Radware 48851,196.60.10.106,48851,2001:43f8:6d0::10:106,10,NAPAfrica IX Johannesburg
rain Networks,196.223.22.42,37105,2001:43f8:1f1::42,100,CINX
rain Networks,196.60.97.204,37105,2001:43f8:1f0::1:204,100,JINX
rain Networks,196.60.70.98,37105,2001:43f8:6d1::98,100,NAPAfrica IX Cape Town
rain Networks,196.60.10.28,37105,2001:43f8:6d0::10:28,100,NAPAfrica IX Johannesburg
rain Networks,196.60.96.42,37105,2001:43f8:1f0::42,30,JINX
rain Networks,196.60.70.169,37105,2001:43f8:6d1::169,30,NAPAfrica IX Cape Town
Rapid Networks,196.60.71.98,329028,2001:43f8:6d1::71:98,10,NAPAfrica IX Cape Town
Rapid Networks,196.223.22.198,329028,2001:43f8:1f1::198,1,CINX
Real Image Internet,196.60.9.216,32398,2001:43f8:6d0::9:216,0.1,NAPAfrica IX Johannesburg
Reflex Solutions,196.60.8.175,37236,2001:43f8:6d0::175,200,NAPAfrica IX Johannesburg
Reflex Solutions,196.60.8.229,37236,2001:43f8:6d0::229,40,NAPAfrica IX Johannesburg
Reflex Solutions,196.60.96.71,37236,2001:43f8:1f0::71,20,JINX
Reflex Solutions,196.223.22.71,37236,2001:43f8:1f1::71,10,CINX
Reflex Solutions,196.223.30.71,37236,2001:43f8:1f2::71,10,DINX
Reflex Solutions,196.60.70.175,37236,2001:43f8:6d1::175,10,NAPAfrica IX Cape Town
Reflex Solutions,196.10.141.72,37236,2001:43f8:6d2::72,10,NAPAfrica IX Durban
REUNICABLE SAS,196.60.10.120,37002,2001:43f8:6d0::10:120,100,NAPAfrica IX Johannesburg
REUNICABLE SAS,196.60.10.119,37002,2001:43f8:6d0::10:119,100,NAPAfrica IX Johannesburg
REUNICABLE SAS,196.223.30.164,37002,2001:43f8:1f2::164,10,DINX
REUNICABLE SAS,196.60.96.164,37002,2001:43f8:1f0::164,10,JINX
REUNICABLE SAS,196.60.70.114,37002,2001:43f8:6d1::114,10,NAPAfrica IX Cape Town
REUNICABLE SAS,196.10.141.47,37002,2001:43f8:6d2::47,10,NAPAfrica IX Durban
RG SILVEIRA LTDA,196.60.11.83,262725,2001:43f8:6d0::11:83,10,NAPAfrica IX Johannesburg
Ring a Nerd cc,196.60.71.93,329049,,10,NAPAfrica IX Cape Town
RIPE NCC K-Root Operations,196.60.96.44,25152,2001:43f8:1f0::44,1,JINX
RIPE NCC RIS Project,196.60.8.86,12654,2001:43f8:6d0::86,1,NAPAfrica IX Johannesburg
RMS Powertronics,196.10.141.172,327754,2001:43f8:6d2::172,10,NAPAfrica IX Durban
RMS Powertronics,196.60.8.172,327754,2001:43f8:6d0::172,10,NAPAfrica IX Johannesburg
RocketNet,196.223.23.27,327849,2001:43f8:1f1::1:27,10,CINX
RocketNet,196.223.23.28,327849,2001:43f8:1f1::1:28,10,CINX
RocketNet,196.60.97.27,327849,2001:43f8:1f0::1:27,10,JINX
RocketNet,196.60.97.28,327849,2001:43f8:1f0::1:28,10,JINX
RocketNet,196.60.71.47,327849,2001:43f8:6d1::71:47,10,NAPAfrica IX Cape Town
RocketNet,196.60.70.120,327849,2001:43f8:6d1::120,10,NAPAfrica IX Cape Town
RocketNet,196.60.9.102,327849,2001:43f8:6d0::9:102,10,NAPAfrica IX Johannesburg
RocketNet,196.60.8.102,327849,2001:43f8:6d0::102,10,NAPAfrica IX Johannesburg
Rocking Connect,196.60.70.180,328391,2001:43f8:6d1::180,10,NAPAfrica IX Cape Town
Rogers Capital Technology Services,196.60.96.69,36868,2001:43f8:1f0::69,10,JINX
Rogers Capital Technology Services,196.60.71.132,36868,2001:43f8:6d1::71:132,10,NAPAfrica IX Cape Town
Rogers Capital Technology Services,196.60.8.228,36868,2001:43f8:6d0::228,10,NAPAfrica IX Johannesburg
Rogers Capital Technology Services,196.223.22.69,36868,2001:43f8:1f1::69,1,CINX
Routed Hosting,196.223.23.46,328032,2001:43f8:1f1::1:46,10,CINX
Routed Hosting,196.60.97.46,328032,2001:43f8:1f0::1:46,10,JINX
Routed Hosting,196.60.8.24,328032,2001:43f8:6d0::24,10,NAPAfrica IX Johannesburg
Routed Hosting,196.60.70.24,328032,2001:43f8:6d1::24,1,NAPAfrica IX Cape Town
RouteViews,196.60.9.68,6447,2001:43f8:6d0::9:68,10,NAPAfrica IX Johannesburg
RSAWEB,196.60.70.26,37053,2001:43f8:6d1::26,100,NAPAfrica IX Cape Town
RSAWEB,196.60.71.15,37053,2001:43f8:6d1::71:15,100,NAPAfrica IX Cape Town
RSAWEB,196.60.8.179,37053,2001:43f8:6d0::179,100,NAPAfrica IX Johannesburg
RSAWEB,196.60.10.14,37053,2001:43f8:6d0::10:14,100,NAPAfrica IX Johannesburg
RSAWEB,196.223.22.146,37053,2001:43f8:1f1::146,20,CINX
RSAWEB,196.223.22.38,37053,2001:43f8:1f1::38,20,CINX
RSAWEB,196.60.96.38,37053,2001:43f8:1f0::38,20,JINX
RSAWEB,196.60.96.146,37053,2001:43f8:1f0::146,20,JINX
RTS Net,196.60.70.51,328632,2001:43f8:6d1::51,10,NAPAfrica IX Cape Town
RTS Net,196.60.9.196,328632,2001:43f8:6d0::9:196,10,NAPAfrica IX Johannesburg
SA Domain Internet Services,196.60.70.253,328575,2001:43f8:6d1::253,10,NAPAfrica IX Cape Town
SA Domain Internet Services,196.60.10.136,328575,2001:43f8:6d0::10:136,10,NAPAfrica IX Johannesburg
SADV,196.60.11.24,37049,2001:43f8:6d0::11:24,100,NAPAfrica IX Johannesburg
SADV,196.60.96.196,37049,2001:43f8:1f0::196,20,JINX
SADV,196.60.8.196,37049,2001:43f8:6d0::196,20,NAPAfrica IX Johannesburg
SADV,196.223.22.196,37049,2001:43f8:1f1::196,10,CINX
SADV,196.223.30.196,37049,2001:43f8:1f2::196,10,DINX
SADV,196.60.70.196,37049,2001:43f8:6d1::196,10,NAPAfrica IX Cape Town
SADV,196.60.71.136,37049,2001:43f8:6d1::71:136,10,NAPAfrica IX Cape Town
SADV,196.10.141.166,37049,2001:43f8:6d2::166,10,NAPAfrica IX Durban
SADV,196.10.141.196,37049,2001:43f8:6d2::196,10,NAPAfrica IX Durban
Saicom Voice Services,196.223.30.129,327733,2001:43f8:1f2::129,10,DINX
Saicom Voice Services,196.60.70.90,327733,2001:43f8:6d1::90,10,NAPAfrica IX Cape Town
Saicom Voice Services,196.60.9.240,327733,2001:43f8:6d0::9:240,10,NAPAfrica IX Johannesburg
Saicom Voice Services,196.60.8.240,327733,2001:43f8:6d0::240,10,NAPAfrica IX Johannesburg
Saicom Voice Services,196.223.22.129,327733,2001:43f8:1f1::129,1,CINX
Saicom Voice Services,196.60.96.149,327733,2001:43f8:1f0::149,1,JINX
Saicom Voice Services,196.60.96.129,327733,2001:43f8:1f0::129,1,JINX
Saicom Voice Services,196.10.141.90,327733,2001:43f8:6d2::90,1,NAPAfrica IX Durban
SAINT,196.223.30.132,328146,,10,DINX
SAINT,196.60.96.132,328146,,10,JINX
SAINT,196.10.141.38,328146,,10,NAPAfrica IX Durban
SAINT,196.60.9.41,328146,,10,NAPAfrica IX Johannesburg
Satellite Software,196.60.8.49,328001,2001:43f8:6d0::49,10,NAPAfrica IX Johannesburg
Satellite Software,196.60.71.152,328001,2001:43f8:6d1::71:152,1,NAPAfrica IX Cape Town
Saudi Telecom Company (STC IGW),196.60.9.199,39386,2001:43f8:6d0::9:199,10,NAPAfrica IX Johannesburg
SEACOM,196.60.8.188,37100,2001:43f8:6d0::15,200,NAPAfrica IX Johannesburg
SEACOM,196.60.70.66,37100,2001:43f8:6d1::66,100,NAPAfrica IX Cape Town
SEACOM,196.60.96.81,37100,2001:43f8:1f0::81,20,JINX
SEACOM,196.223.22.81,37100,2001:43f8:1f1::81,10,CINX
SEACOM,196.10.141.66,37100,2001:43f8:6d2::66,10,NAPAfrica IX Durban
SEACOM,196.223.30.81,37100,2001:43f8:1f2::81,1,DINX
SEACOM Managed Services SA,196.60.8.135,37179,2001:43f8:6d0::d,20,NAPAfrica IX Johannesburg
SEACOM Managed Services SA,196.223.22.47,37179,2001:43f8:1f1::47,10,CINX
SEACOM Managed Services SA,196.223.30.47,37179,2001:43f8:1f2::47,10,DINX
SEACOM Managed Services SA,196.60.96.47,37179,2001:43f8:1f0::47,10,JINX
SEACOM Managed Services SA,196.60.70.7,37179,2001:43f8:6d1::d,10,NAPAfrica IX Cape Town
SEACOM Managed Services SA,196.10.141.7,37179,2001:43f8:6d2::7,10,NAPAfrica IX Durban
Sentech SOC,196.60.10.237,22572,,1,NAPAfrica IX Johannesburg
Sentech SOC,196.60.9.136,22572,,1,NAPAfrica IX Johannesburg
SES ASTRA,196.60.70.118,12684,2001:43f8:6d1::118,10,NAPAfrica IX Cape Town
Session Telecoms(PTY),196.60.70.141,327907,2001:43f8:6d1::141,10,NAPAfrica IX Cape Town
Session Telecoms(PTY),196.60.8.41,327907,2001:43f8:6d0::41,10,NAPAfrica IX Johannesburg
Session Telecoms(PTY),196.223.22.90,327907,2001:43f8:1f1::90,1,CINX
Session Telecoms(PTY),196.60.96.90,327907,2001:43f8:1f0::90,1,JINX
SG.GS,196.60.10.21,24482,2001:43f8:6d0::10:21,10,NAPAfrica IX Johannesburg
Shoprite Checkers,196.46.25.26,328511,,1,NAPAfrica MAPS Cape Town
Sibanye Stillwater,196.60.10.44,328561,2001:43f8:6d0::10:44,10,NAPAfrica IX Johannesburg
Sibanye Stillwater,196.60.10.45,328561,2001:43f8:6d0::10:45,10,NAPAfrica IX Johannesburg
Sibanye Stillwater,196.46.25.169,328561,,10,NAPAfrica MAPS Johannesburg
Sibanye Stillwater,196.46.25.168,328561,,10,NAPAfrica MAPS Johannesburg
Silicon Sky Consulting,196.60.71.18,328672,2001:43f8:6d1::71:18,10,NAPAfrica IX Cape Town
Silicon Sky Consulting,196.60.71.17,328672,2001:43f8:6d1::71:17,10,NAPAfrica IX Cape Town
Silicon Sky Consulting,196.60.10.52,328672,2001:43f8:6d0::10:52,10,NAPAfrica IX Johannesburg
Silicon Sky Consulting,196.60.10.51,328672,2001:43f8:6d0::10:51,10,NAPAfrica IX Johannesburg
Silver Solutions 1234,196.60.71.50,328839,2001:43f8:6d1::71:50,10,NAPAfrica IX Cape Town
Silver Solutions 1234,196.60.10.140,328839,2001:43f8:6d0::10:140,10,NAPAfrica IX Johannesburg
Simtel ISP,196.223.31.27,329248,2001:43f8:1f2::1:27,10,DINX
Simtel ISP,196.10.141.133,329248,2001:43f8:6d2::133,10,NAPAfrica IX Durban
Simtel ISP,196.10.141.134,329248,2001:43f8:6d2::134,10,NAPAfrica IX Durban
SITA Network,196.60.70.197,37130,2001:43f8:6d1::197,10,NAPAfrica IX Cape Town
SITA Network,196.60.10.252,37130,,10,NAPAfrica IX Johannesburg
Sithabile Technology Services,196.60.97.209,327982,,10,JINX
Sithabile Technology Services,196.60.8.27,327982,,10,NAPAfrica IX Johannesburg
Sithabile Technology Services,196.60.9.70,327982,,10,NAPAfrica IX Johannesburg
Sithabile Technology Services,196.60.8.28,327982,,10,NAPAfrica IX Johannesburg
Sithabile Technology Services,196.60.8.177,327982,,10,NAPAfrica IX Johannesburg
Sky-Connect Internet,196.60.70.252,37675,,10,NAPAfrica IX Cape Town
Sky-Connect Internet,196.60.70.192,37675,2001:43f8:6d1::192,10,NAPAfrica IX Cape Town
Sky-Connect Internet,196.60.8.192,37675,2001:43f8:6d0::192,10,NAPAfrica IX Johannesburg
Sky-Connect Internet,196.60.10.61,37675,2001:43f8:6d0::10:61,10,NAPAfrica IX Johannesburg
Skyband,196.60.8.208,37187,2001:43f8:6d0::1a,10,NAPAfrica IX Johannesburg
Smart Integrated Telecommunications,196.60.9.100,328336,2001:43f8:6d0::9:100,1,NAPAfrica IX Johannesburg
Smart Technology Centre (PTY) LTD,196.60.96.91,37670,2001:43f8:1f0::91,10,JINX
Smart Technology Centre (PTY) LTD,196.60.8.109,37670,2001:43f8:6d0::109,10,NAPAfrica IX Johannesburg
Smart Technology Centre (PTY) LTD,196.60.8.111,37670,2001:43f8:6d0::111,10,NAPAfrica IX Johannesburg
SMSPortal,196.60.70.83,329558,2001:43f8:6d1::83,,NAPAfrica IX Cape Town
SMSPortal,196.60.70.81,329558,2001:43f8:6d1::81,,NAPAfrica IX Cape Town
Snowvalley Communications,196.60.11.11,329237,,10,NAPAfrica IX Johannesburg
Soepa Soap Vervaardigers,196.60.10.144,328848,2001:43f8:6d0::10:144,10,NAPAfrica IX Johannesburg
Soepa Soap Vervaardigers,196.60.10.143,328848,2001:43f8:6d0::10:143,10,NAPAfrica IX Johannesburg
Softnet Europe,196.60.9.33,9119,2001:43f8:6d0::9:33,10,NAPAfrica IX Johannesburg
SoftphoneVIP,196.60.11.7,328966,,10,NAPAfrica IX Johannesburg
Sonic Fibre Connect,196.60.71.76,328917,2001:43f8:6d1::71:76,10,NAPAfrica IX Cape Town
Sonic Telecoms,196.60.70.80,37417,,10,NAPAfrica IX Cape Town
Sonic Telecoms,196.60.70.59,37417,,10,NAPAfrica IX Cape Town
South African Bankers Services Company,196.60.9.242,327923,,10,NAPAfrica IX Johannesburg
South African Bankers Services Company,196.60.9.239,327923,,10,NAPAfrica IX Johannesburg
South African Bankers Services Company,196.46.25.191,327923,,1,NAPAfrica MAPS Johannesburg
South African Bankers Services Company,196.46.25.192,327923,,1,NAPAfrica MAPS Johannesburg
South African Reserve Bank,196.60.10.97,22386,,10,NAPAfrica IX Johannesburg
South African Reserve Bank,196.46.25.154,22386,,10,NAPAfrica MAPS Johannesburg
SpaceX Starlink,196.60.97.98,14593,2001:43f8:1f0::1:98,200,JINX
SpaceX Starlink,196.60.8.40,14593,2001:43f8:6d0::40,200,NAPAfrica IX Johannesburg
Spearhead Sales,196.60.10.161,328868,,10,NAPAfrica IX Johannesburg
Splizr Networks,196.60.11.56,329303,2001:43f8:6d0::11:56,20,NAPAfrica IX Johannesburg
Splizr Networks,196.60.70.94,329303,2001:43f8:6d1::94,10,NAPAfrica IX Cape Town
Sportpesa South Africa,196.60.70.161,328260,,1,NAPAfrica IX Cape Town
SRR,196.60.10.124,49902,2001:43f8:6d0::10:124,100,NAPAfrica IX Johannesburg
Standard Bank of South Africa,196.46.25.153,10798,,10,NAPAfrica MAPS Johannesburg
Sun Network Company,196.60.10.13,328543,2001:43f8:6d0::10:13,10,NAPAfrica IX Johannesburg
Sunset Rose Investments,196.60.10.23,328468,2001:43f8:6d0::10:23,10,NAPAfrica IX Johannesburg
Suretel,196.60.9.215,328467,2001:43f8:6d0::9:215,10,NAPAfrica IX Johannesburg
Suretel,196.60.10.206,328467,2001:43f8:6d0::10:206,10,NAPAfrica IX Johannesburg
Swaziland PTC,196.60.8.30,19711,,30,NAPAfrica IX Johannesburg
Swaziland PTC,196.60.96.104,19711,,10,JINX
Swaziland PTC,196.60.70.245,19711,,10,NAPAfrica IX Cape Town
SWDconnect,196.60.71.155,329153,2001:43f8:6d1::71:155,10,NAPAfrica IX Cape Town
SWDconnect,196.60.11.68,329153,2001:43f8:6d0::11:68,10,NAPAfrica IX Johannesburg
Swift Connect,196.60.10.69,328562,2001:43f8:6d0::10:69,10,NAPAfrica IX Johannesburg
Swisscom,196.60.9.18,3303,2001:43f8:6d0::3303,0.2,NAPAfrica IX Johannesburg
Swisscom,196.60.70.151,3303,2001:43f8:6d1::151,0.1,NAPAfrica IX Cape Town
Switch Telecom,196.223.15.10,37399,,1,JINX Voice
Switch Telecom,196.60.96.107,37399,2001:43f8:1f0::107,1,JINX
Switch Telecom,196.60.70.53,37399,2001:43f8:6d1::53,1,NAPAfrica IX Cape Town
Switch Telecom,196.60.71.158,37399,2001:43f8:6d1::71:158,1,NAPAfrica IX Cape Town
Switch Telecom,196.60.8.226,37399,2001:43f8:6d0::226,1,NAPAfrica IX Johannesburg
SynBurst (Pty) Ltd,196.60.71.133,328870,2001:43f8:6d1::71:133,10,NAPAfrica IX Cape Town
SynBurst (Pty) Ltd,196.60.71.134,328870,2001:43f8:6d1::71:134,10,NAPAfrica IX Cape Town
SynBurst (Pty) Ltd,196.60.8.65,328870,2001:43f8:6d0::65,10,NAPAfrica IX Johannesburg
SynBurst (Pty) Ltd,196.60.10.150,328870,2001:43f8:6d0::10:150,10,NAPAfrica IX Johannesburg
T-SYSTEMS SOUTH AFRICA,196.60.10.65,3067,,10,NAPAfrica IX Johannesburg
T-SYSTEMS SOUTH AFRICA,196.60.70.85,3067,,1,NAPAfrica IX Cape Town
T-SYSTEMS SOUTH AFRICA,196.60.8.92,3067,,1,NAPAfrica IX Johannesburg
Tech5,196.60.8.32,327987,2001:43f8:6d0::32,20,NAPAfrica IX Johannesburg
Tech5,196.223.30.127,327987,2001:43f8:1f2::127,10,DINX
Tech5,196.60.70.154,327987,2001:43f8:6d1::154,10,NAPAfrica IX Cape Town
Tech5,196.10.141.50,327987,2001:43f8:6d2::50,10,NAPAfrica IX Durban
Tech5,196.223.22.127,327987,2001:43f8:1f1::127,1,CINX
Tech5,196.60.96.127,327987,2001:43f8:1f0::127,1,JINX
Technolutions,196.60.70.150,327926,2001:43f8:6d1::150,10,NAPAfrica IX Cape Town
Technolutions,196.60.9.204,327926,2001:43f8:6d0::9:204,10,NAPAfrica IX Johannesburg
Technolutions,196.223.23.44,327926,2001:43f8:1f1::1:44,1,CINX
Technolutions,196.60.97.44,327926,2001:43f8:1f0::1:44,1,JINX
TechPath,196.60.10.229,58868,2001:43f8:6d0::10:229,10,NAPAfrica IX Johannesburg
TechTribe,196.60.71.119,329159,,10,NAPAfrica IX Cape Town
TechTribe,196.60.11.45,329159,,10,NAPAfrica IX Johannesburg
Techwood Trading,196.60.71.33,328810,2001:43f8:6d1::71:33,10,NAPAfrica IX Cape Town
Techwood Trading,196.60.10.122,328810,2001:43f8:6d0::10:122,10,NAPAfrica IX Johannesburg
Techwood Trading,196.223.23.52,328810,2001:43f8:1f1::1:52,1,CINX
Techwood Trading,196.60.97.52,328810,2001:43f8:1f0::1:52,1,JINX
TekGroup,196.60.97.53,329392,,10,JINX
TekGroup,196.60.8.8,329392,,10,NAPAfrica IX Johannesburg
TekGroup,196.60.8.9,329392,,10,NAPAfrica IX Johannesburg
Telasera,196.223.23.61,328723,2001:43f8:1f1::1:61,10,CINX
Telasera,196.223.22.250,328723,2001:43f8:1f1::250,10,CINX
Telasera,196.60.97.61,328723,2001:43f8:1f0::1:161,10,JINX
Telasera,196.60.96.250,328723,2001:43f8:1f0::250,10,JINX
TELCO S.A,196.60.10.215,328061,,10,NAPAfrica IX Johannesburg
TelcoExchange (aka AS328576.net),196.60.96.141,328576,2001:43f8:1f0::141,100,JINX
TelcoExchange (aka AS328576.net),196.60.8.230,328576,2001:43f8:6d0::230,20,NAPAfrica IX Johannesburg
TelcoExchange (aka AS328576.net),196.60.8.248,328576,2001:43f8:6d0::248,20,NAPAfrica IX Johannesburg
TelcoExchange (aka AS328576.net),196.223.22.141,328576,2001:43f8:1f1::141,10,CINX
TelcoExchange (aka AS328576.net),196.223.30.141,328576,2001:43f8:1f2::141,10,DINX
TelcoExchange (aka AS328576.net),196.60.71.54,328576,2001:43f8:6d1::71:54,10,NAPAfrica IX Cape Town
TelcoExchange (aka AS328576.net),196.60.71.53,328576,2001:43f8:6d1::71:53,10,NAPAfrica IX Cape Town
TelcoExchange (aka AS328576.net),196.10.141.129,328576,2001:43f8:6d2::129,10,NAPAfrica IX Durban
TelcoExchange (aka AS328576.net),196.10.141.130,328576,2001:43f8:6d2::130,10,NAPAfrica IX Durban
Telecom Namibia,196.60.8.64,20459,2001:43f8:6d0::64,40,NAPAfrica IX Johannesburg
Telecom Namibia,196.60.70.55,20459,2001:43f8:6d1::55,20,NAPAfrica IX Cape Town
Telemasters,196.60.8.210,37673,,10,NAPAfrica IX Johannesburg
Telemasters,196.60.70.210,37673,,1,NAPAfrica IX Cape Town
Telemasters,196.10.141.210,37673,,1,NAPAfrica IX Durban
Telemedia,196.60.8.217,37618,2001:43f8:6d0::217,1,NAPAfrica IX Johannesburg
Telesure Group Services,196.60.9.231,37402,,10,NAPAfrica IX Johannesburg
Telesure Group Services,196.60.9.233,37402,,10,NAPAfrica IX Johannesburg
Telesure Group Services,196.46.25.182,37402,,1,NAPAfrica MAPS Johannesburg
Telkom Internet,196.60.70.13,37457,2001:43f8:6d1::13,100,NAPAfrica IX Cape Town
Telkom Internet,196.60.9.241,37457,2001:43f8:6d0::9:241,100,NAPAfrica IX Johannesburg
Telkom Internet,196.60.8.241,37457,2001:43f8:6d0::241,100,NAPAfrica IX Johannesburg
Telkom Internet,196.60.70.45,37457,2001:43f8:6d1::45,50,NAPAfrica IX Cape Town
Telkom Internet,196.10.141.120,37457,2001:43f8:6d2::120,30,NAPAfrica IX Durban
Telkom Internet,196.10.141.117,37457,2001:43f8:6d2::117,30,NAPAfrica IX Durban
Telkom Internet,196.223.30.51,37457,2001:43f8:1f2::51,10,DINX
Telkom Internet,196.223.30.200,37457,2001:43f8:1f2::200,10,DINX
